,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Orientación,Precio,URl,ubicacion,Ambientes,Tipo de propiedad,Cuota mensual de mantenimiento,Tipo de casa,Bodegas
0,160 m²,1 m²,2,2,2,,0 años,,"9,000",https://casa.mercadolibre.com.mx/MLM-908638898-casa-en-el-mayorazgo-renta-_JM#position=8&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0687721%2C-101.5945109&zoom=16&size=732x300&signature=syr2xpH3ccID0WYfRw87_eA0Kxo=,4,,,,
0,240 m²,1 m²,3,2,2,,2006 años,,"22,000",https://casa.mercadolibre.com.mx/MLM-896929662-casa-en-renta-en-gran-jardin-3-recamaras-amueblada-y-con-jar-_JM#position=9&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1822834%2C-101.6708238&zoom=16&size=732x300&signature=TEfAWvUqykepEg3oPMSIAxOczps=,6,,,,
0,114 m²,140 m²,3,2,2,2,,,"8,500",https://casa.mercadolibre.com.mx/MLM-899887176-renta-casa-zona-norte-leon-el-palmar-a-5-min-de-plaza-mayor-_JM#position=10&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1725074%2C-101.6742449&zoom=16&size=732x300&signature=ibKWu5-2970JBS639mtwgtsy63s=,,,,,
0,140 m²,140 m²,3,3,,,0 años,,"8,500",https://casa.mercadolibre.com.mx/MLM-1300446561-casa-sola-en-renta-el-palmar-_JM#position=11&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.153747%2C-101.699321&zoom=16&size=732x300&signature=fSI3A14pw98GOluqNI8PrFE2xZM=,,,,,
0,150 m²,220 m²,3,3,2,2,,,"12,500",https://casa.mercadolibre.com.mx/MLM-899887180-amplia-casa-en-renta-en-del-moral-2-a-3-min-de-plaza-mayor-_JM#position=12&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1579265%2C-101.6896423&zoom=16&size=732x300&signature=gCfFEdoNZ-fcOXZhEwvMAzj-BNo=,,Casa en fraccionamiento,,,
0,90 m²,95 m²,3,3,,,1 años,,"5,500",https://casa.mercadolibre.com.mx/MLM-948316415-casa-sola-en-renta-valle-del-roble-_JM#position=13&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.065761%2C-101.573186&zoom=16&size=732x300&signature=yGdZK68GQ5TcIMiKacnCBwVhj3A=,,,,,
0,110 m²,140 m²,3,2,2,,,,"8,300",https://casa.mercadolibre.com.mx/MLM-899893013-casa-fracc-el-palmar-con-seguridad-a-5-mins-de-plaza-mayor-_JM#position=14&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.172353%2C-101.6747328&zoom=16&size=732x300&signature=WX-L_wA1VU50Xj6FaRjfY3Xc4SE=,,Casa en fraccionamiento,,,
0,149 m²,,3,3,2,2,0 años,,"9,800",https://casa.mercadolibre.com.mx/MLM-1300647968-casa-renta-3-recamaras-privada-residencial-muna-sur-leon-gto-_JM#position=15&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0653486%2C-101.5697202&zoom=16&size=732x300&signature=4b_kS78pjjeQ3at3ssZOIglDOus=,,,600 MXN,,
0,,,,,,,,,"8,400",https://casa.mercadolibre.com.mx/MLM-899887187-casa-en-fraccionam-haciendas-del-carmen-a-5min-plaza-mayor-_JM#position=16&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1633301%2C-101.6736943&zoom=16&size=732x300&signature=XFZH5GdmVriMIgrn24b3971GolI=,,Casa en condominio,,,
0,172.17 m²,185 m²,4,2,2,,8 años,,"15,000",https://casa.mercadolibre.com.mx/MLM-946275401-lomas-del-refugio-_JM#position=17&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1685818%2C-101.7308295&zoom=16&size=732x300&signature=kpsXrUaPplJT2ABeZ9XxMzkn6WQ=,,,650 MXN,,
0,80 m²,90 m²,3,2,2,,2 años,,"6,450",https://casa.mercadolibre.com.mx/MLM-1301269658-casa-en-renta-en-punta-nogal-morelos-leon-gto-frente-a-brisas-entre-hidalgo-y-madrazo-blvd-morelos-_JM#position=18&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1648655%2C-101.6568136&zoom=16&size=732x300&signature=LQe0CoNJSn9yC_0xRLZ2XFFVLuk=,,,,,
0,265 m²,290 m²,3,4,1,2,2 años,,"5,170,000",https://casa.mercadolibre.com.mx/MLM-917257912-casa-en-venta-lomas-1-el-molino-3-habitaciones-4-banos-_JM#position=19&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1944377%2C-101.6872591&zoom=16&size=732x300&signature=glH13OHbDc3aWeQWPGnYUUHukxI=,,,,,
0,300 m²,200 m²,3,3,,,0 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-904543807-casa-sola-en-renta-gran-jardin-_JM#position=20&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1826227%2C-101.7050034&zoom=16&size=732x300&signature=QBUuNQoJ7nIQiR6ZtgMWBgrycf4=,,,,,
0,,,,,,,,,"12,500",https://casa.mercadolibre.com.mx/MLM-899887163-casa-en-fraccionamiento-con-seguridad-a5-mins-de-plaza-mayor-_JM#position=21&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.153966%2C-101.700604&zoom=16&size=732x300&signature=YD2z2-msGaE2co8-kK0BLRg5SmQ=,,,,,
0,75 m²,80 m²,3,3,,,11 años,,"6,000",https://casa.mercadolibre.com.mx/MLM-924446259-casa-sola-en-renta-villas-de-cirella-_JM#position=22&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0810014%2C-101.6231494&zoom=16&size=732x300&signature=l_Bg8zcM4t7W-atDmDr8KmuSf9Q=,,,,,
0,217 m²,,3,2,2,2,5 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-957263544-casa-en-renta-con-excelente-ubicacion-en-punta-del-este-leon-gto-_JM#position=23&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.129062%2C-101.6049661&zoom=16&size=732x300&signature=jMvFjzdn5orBCNXz2O1movq6F7c=,,,0 MXN,,
0,500 m²,500 m²,3,6,4,,3 años,,"40,000",https://casa.mercadolibre.com.mx/MLM-927524450-lujosa-casa-en-renta-en-canada-del-refugio-leon-gto-_JM#position=24&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1499642%2C-101.6916856&zoom=16&size=732x300&signature=QqRoTGzRlrz3aCuuVqKHDAxIIu4=,,,1100 MXN,,
0,200 m²,200 m²,3,2,4,,,,"13,000",https://casa.mercadolibre.com.mx/MLM-899884800-casa-en-renta-barranca-del-refugio-muy-cerca-de-puerta-bajio-_JM#position=25&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.162669%2C-101.7262559&zoom=16&size=732x300&signature=Dbwvib5oq8j4J8_YuvdwNneiMgw=,,,,,
0,288 m²,389.02 m²,3,4,2,,19 años,,"17,000",https://casa.mercadolibre.com.mx/MLM-946259649-gran-jardin-_JM#position=26&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1804335%2C-101.7167931&zoom=16&size=732x300&signature=1bMETYaktkNDSCexF_sAcpdJHw8=,,,,,
0,500 m²,450 m²,3,2,3,,40 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-948370796-andrade-_JM#position=27&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1142878%2C-101.672431&zoom=16&size=732x300&signature=uUs98RYfmorfpT3IKvNO1S7RyVs=,,,,,
0,165 m²,180 m²,3,2,2,2,0 años,,"12,000",https://casa.mercadolibre.com.mx/MLM-799170692-casa-en-renta-mayorazgo-residencial-_JM#position=28&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0687721%2C-101.5945109&zoom=16&size=732x300&signature=syr2xpH3ccID0WYfRw87_eA0Kxo=,,,0 MXN,,
0,126 m²,192 m²,3,2,2,,1 años,,"12,000",https://casa.mercadolibre.com.mx/MLM-946270399-sacromonte-residencial-_JM#position=29&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0692205%2C-101.6028224&zoom=16&size=732x300&signature=1ElEnSsV5GbR9ImL--QkHEL8Uh0=,,,,,
0,,,,,,,,,"8,500",https://casa.mercadolibre.com.mx/MLM-899887165-casa-en-renta-3-habitaciones-a-3-minutos-de-plaza-mayor-_JM#position=30&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1617034%2C-101.6853376&zoom=16&size=732x300&signature=4_QnJucAW-x8vFXpv5F7SjE7vEA=,,,,,
0,126 m²,150 m²,3,2,2,,6 años,,"16,500",https://casa.mercadolibre.com.mx/MLM-959804972-casa-amueblada-en-renta-en-fracc-alamedas-de-espana-10-m-pl-_JM#position=31&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1529057%2C-101.6609745&zoom=16&size=732x300&signature=W6_OCB7-DLRk62gvHFYMC5ejA3I=,6,,,,
0,105 m²,134 m²,3,3,2,2,10 años,Norte,"8,900",https://casa.mercadolibre.com.mx/MLM-910317133-casa-en-renta-residencial-katania-disponible-junio-2021-_JM#position=32&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.124817%2C-101.6527446&zoom=16&size=732x300&signature=lLuCKKFPnabde1QAkDc3ZZMAkjU=,,,,,
0,120 m²,120 m²,3,2,2,,,,"12,000",https://casa.mercadolibre.com.mx/MLM-899890664-casa-amublada-en-renta-leon-gto-santa-fe-un-piso-centrica-_JM#position=33&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1311089%2C-101.6211831&zoom=16&size=732x300&signature=b8cEMvgBwfc_tEYMrhyzaVY7DxI=,,,,,
0,840 m²,570 m²,4,6,,,1 años,,"60,000",https://casa.mercadolibre.com.mx/MLM-893314689-casa-sola-en-renta-country-club-gran-jardin-_JM#position=34&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.211545%2C-101.726176&zoom=16&size=732x300&signature=LiR76Nd7HKC0rZf5qKsaRXM1-0o=,,,,,
0,1250 m²,320 m²,5,4,8,,11 años,,"11,600",https://casa.mercadolibre.com.mx/MLM-1301268678-casa-en-renta-o-venta-en-lomas-de-comanjilla-cerca-de-puerto-interior-4-recamaras-con-bano-_JM#position=35&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.042081%2C-101.527687&zoom=16&size=732x300&signature=JiKZf0dZHZjiwUWzzTAJ_EZx8qo=,,,,,
0,126 m²,150 m²,3,2,2,,6 años,,"12,000",https://casa.mercadolibre.com.mx/MLM-959804967-casa-en-renta-en-fracc-alamedas-de-espana-10-m-plaza-mayor-_JM#position=36&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1529057%2C-101.6609745&zoom=16&size=732x300&signature=W6_OCB7-DLRk62gvHFYMC5ejA3I=,6,,,,
0,240 m²,240 m²,3,2,2,2,2 años,,"15,000",https://casa.mercadolibre.com.mx/MLM-899368527-casa-leon-_JM#position=37&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1250077%2C-101.6859605&zoom=16&size=732x300&signature=FOsbEKcZ54XbivkaAkv5jumYOPI=,1,,1000 MXN,,
0,,,,,,,,,"13,900",https://casa.mercadolibre.com.mx/MLM-899893018-casa-seminueva-habitacionoficinanegocio5-min-plaza-mayor-_JM#position=38&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1536038%2C-101.6775604&zoom=16&size=732x300&signature=B_R7D9Ziz02vFTe9oozXcqbOWDE=,,,,,
0,240 m²,240 m²,3,2,2,,,,"14,500",https://casa.mercadolibre.com.mx/MLM-899887201-casa-en-renta-en-fraccionamie-punta-del-este-amplia-3-recam-_JM#position=39&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1263292%2C-101.6077401&zoom=16&size=732x300&signature=kru9QdMC8evxz6PjL723mf0D-l8=,,,,,
0,260 m²,240 m²,3,2,2,,0 años,,"13,000",https://casa.mercadolibre.com.mx/MLM-954294652-casa-en-renta-en-lomas-del-sol-cerca-de-universidad-lasalle-_JM#position=40&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1515485%2C-101.7122923&zoom=16&size=732x300&signature=TLPLsNfD4fY_ev_aFQI1DOjX7KQ=,6,,,,
0,105 m²,120 m²,3,2,,,,,"8,500",https://casa.mercadolibre.com.mx/MLM-951732788-casas-en-renta-en-porton-del-valle-leon-_JM#position=41&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1712571%2C-101.7447442&zoom=16&size=732x300&signature=UXr37Esn_kcZIEKbSgouMv710sQ=,,,,,
0,130 m²,130 m²,3,2,2,2,0 años,,"11,000",https://casa.mercadolibre.com.mx/MLM-944427453-casa-el-mayorazgo-_JM#position=42&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0687721%2C-101.5945109&zoom=16&size=732x300&signature=syr2xpH3ccID0WYfRw87_eA0Kxo=,,,850 MXN,,
0,880 m²,770 m²,3,5,3,,0 años,,"45,000",https://casa.mercadolibre.com.mx/MLM-908638633-casa-en-renta-en-las-torres-_JM#position=43&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1698293%2C-101.7573488&zoom=16&size=732x300&signature=dsXbR30PfSp0Hjpw_RUpS03ng_o=,8,,,,
0,140 m²,,3,2,,2,,,"12,300",https://casa.mercadolibre.com.mx/MLM-961037908-casa-en-renta-bosque-del-pedregal-con-habitacion-en-planta-baja-_JM#position=44&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1416246%2C-101.6164127&zoom=16&size=732x300&signature=KOJAmBX_nM0ubME8la1nmvfnpfQ=,,,,,
0,220 m²,180 m²,,,,,0 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-962615991-rento-casa-en-gran-jardin-_JM#position=45&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1804335%2C-101.7167931&zoom=16&size=732x300&signature=1bMETYaktkNDSCexF_sAcpdJHw8=,,,,,
0,120 m²,154 m²,3,3,2,,0 años,,"11,000",https://casa.mercadolibre.com.mx/MLM-1301275451-casa-en-venta-en-cordillera-baikal-_JM#position=46&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1804085%2C-101.7514639&zoom=16&size=732x300&signature=EfE0zmTn3acmw2SYb6Jr6eHj-1o=,,,,,
0,131.36 m²,134 m²,3,2,2,,1 años,,"9,500",https://casa.mercadolibre.com.mx/MLM-959697510-cordillera-baikal-_JM#position=47&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1760752%2C-101.752998&zoom=16&size=732x300&signature=JLiY1wzQHX8xxRYlH9khAM2FNz4=,,,,,
0,157 m²,150 m²,2,2,2,,3 años,,"10,500",https://casa.mercadolibre.com.mx/MLM-946262945-el-cielo-_JM#position=48&search_layout=grid&type=item&tracking_id=ca8e5ac4-b356-47d5-8ba0-58ad831ee8de,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1823608%2C-101.7504333&zoom=16&size=732x300&signature=uYyEW9ycYKKRl-KUoapu_tBxid4=,,,,,
0,220 m²,180 m²,,,,,0 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-962615991-rento-casa-en-gran-jardin-_JM#position=1&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1804335%2C-101.7167931&zoom=16&size=732x300&signature=1bMETYaktkNDSCexF_sAcpdJHw8=,,,,,
0,120 m²,154 m²,3,3,2,,0 años,,"11,000",https://casa.mercadolibre.com.mx/MLM-1301275451-casa-en-venta-en-cordillera-baikal-_JM#position=2&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1804085%2C-101.7514639&zoom=16&size=732x300&signature=EfE0zmTn3acmw2SYb6Jr6eHj-1o=,,,,,
0,131.36 m²,134 m²,3,2,2,,1 años,,"9,500",https://casa.mercadolibre.com.mx/MLM-959697510-cordillera-baikal-_JM#position=3&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1760752%2C-101.752998&zoom=16&size=732x300&signature=JLiY1wzQHX8xxRYlH9khAM2FNz4=,,,,,
0,157 m²,150 m²,2,2,2,,3 años,,"10,500",https://casa.mercadolibre.com.mx/MLM-946262945-el-cielo-_JM#position=4&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1823608%2C-101.7504333&zoom=16&size=732x300&signature=uYyEW9ycYKKRl-KUoapu_tBxid4=,,,,,
0,350 m²,180 m²,3,4,,,11 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-893311930-casa-sola-en-renta-gran-jardin-_JM#position=5&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.186932%2C-101.7175906&zoom=16&size=732x300&signature=vQGAS63QJdursESLKWjg3OeYjmI=,,,,,
0,200 m²,160 m²,,,,,0 años,,"16,000",https://casa.mercadolibre.com.mx/MLM-962608255-rento-casa-en-lomas-del-campestre-_JM#position=6&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1518748%2C-101.7054061&zoom=16&size=732x300&signature=YfHZpKDpH33kN9NrRSkwe_7hjBQ=,,,,,
0,193 m²,,3,3,2,2,0 años,,"15,500",https://casa.mercadolibre.com.mx/MLM-951167905-casa-renta-residencial-soberna-excelente-ubicacion-leon-gto-_JM#position=7&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1206292%2C-101.6220853&zoom=16&size=732x300&signature=pmMRMWVqQbr5R3BJFu_k9Is7oA8=,,,1000 MXN,,
0,530 m²,350 m²,4,5,,,22 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-888287239-casa-sola-en-renta-residencial-san-carlos-_JM#position=8&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.11502%2C-101.616021&zoom=16&size=732x300&signature=OJ1hnMyW6cpzUM1w57b4n-i-UKM=,,,,,
0,400 m²,380 m²,2,4,,2,,,"20,000",https://casa.mercadolibre.com.mx/MLM-811374095-renta-de-hermosa-casa-en-gran-jardin-_JM#position=9&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1804335%2C-101.7167931&zoom=16&size=732x300&signature=1bMETYaktkNDSCexF_sAcpdJHw8=,,,,,
0,,,,,,,,,"11,400",https://casa.mercadolibre.com.mx/MLM-899884793-casa-dos-plantas-en-fraccionam-a-5-mins-de-plaza-mayor-_JM#position=10&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1652623%2C-101.6815769&zoom=16&size=732x300&signature=tTMgXlCzaF-cCVi9YBk4kOBwt4Q=,,,,,
0,210 m²,180 m²,4,3,,,0 años,,"30,000",https://casa.mercadolibre.com.mx/MLM-858473697-casa-sola-en-renta-leon-moderno-_JM#position=11&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.107678%2C-101.665562&zoom=16&size=732x300&signature=PbPFqaj2KLo2VOTZ3DLZLhw0X_w=,,,,,
0,140 m²,130 m²,3,3,2,,,,"12,600",https://casa.mercadolibre.com.mx/MLM-899889617-casa-en-renta-en-fracc-la-marina-a-6-min-de-plaza-mayor--_JM#position=12&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1731318%2C-101.6761302&zoom=16&size=732x300&signature=XjZ_ehTNRObE9MmOSfAbTrqXids=,,,,,
0,160.8 m²,160 m²,3,2,,,6 años,,"10,500",https://casa.mercadolibre.com.mx/MLM-946266734-sierra-nogal-_JM#position=13&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1329007%2C-101.614936&zoom=16&size=732x300&signature=w6_oveWTfe0NLxQlzXI083ygrrU=,,,600 MXN,,
0,185 m²,185 m²,3,3,,,0 años,,"12,350",https://casa.mercadolibre.com.mx/MLM-1300442699-casa-sola-en-renta-jardines-de-santa-fe-_JM#position=14&search_layout=stack&type=item&tracking_id=042f8559-1013-494a-8616-6a83752267f2,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0818533%2C-101.6463562&zoom=16&size=732x300&signature=pvXCG7joqWKJPf3ty3aUnLHvTgo=,,,,,
