,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Orientación,Precio,URl,ubicacion,Ambientes,Tipo de propiedad,Cuota mensual de mantenimiento,Tipo de casa,Bodegas
0,210 m²,356 m²,5,6,3,,0 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-908638868-casa-en-renta-a-una-cuadra-del-club-punto-verde-_JM#position=18&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1088657%2C-101.6378216&zoom=16&size=732x300&signature=E40wiC8fWI9XobVQieB1Kw0yhcg=,11,,,,
0,540 m²,500 m²,3,3,4,2,,,"39,500",https://casa.mercadolibre.com.mx/MLM-923678159-renta-casa-3-el-molino-residencial-y-golf-_JM#position=19&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1869456%2C-101.696782&zoom=16&size=732x300&signature=uYZysKez0OOOQ5YFap4if4b8AsI=,,,,,
0,240 m²,230 m²,3,4,,,0 años,,"18,000",https://casa.mercadolibre.com.mx/MLM-908733128-casa-sola-en-renta-el-molino-_JM#position=20&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.10357%2C-101.6077763&zoom=16&size=732x300&signature=BjWQn1wHLCUswmi0CGaV2kknDKk=,,,,,
0,400 m²,300 m²,4,4,4,2,2 años,,"33,000",https://casa.mercadolibre.com.mx/MLM-907626309-renta-casa-4-gran-jardin-_JM#position=21&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1826628%2C-101.7155743&zoom=16&size=732x300&signature=AidvMHTXLWSrvtCEKrQyLcwOGD4=,,,650 MXN,,
0,140 m²,1 m²,3,2,2,,0 años,,"12,500",https://casa.mercadolibre.com.mx/MLM-908631451-casa-en-mayorazgo-_JM#position=22&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0687721%2C-101.5945109&zoom=16&size=732x300&signature=syr2xpH3ccID0WYfRw87_eA0Kxo=,6,,,,
0,450 m²,450 m²,4,5,,2,100 años,Oriente,"35,000",https://casa.mercadolibre.com.mx/MLM-898705690-casa-en-renta-en-la-zona-centro-para-oficinas-_JM#position=23&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1192764%2C-101.6735671&zoom=16&size=732x300&signature=Qg0DV2hU4E2MOWfT6QZEm4-NCtE=,00,,,,
0,240 m²,190 m²,3,4,3,2,,,"18,000",https://casa.mercadolibre.com.mx/MLM-924529347-renta-casa-3-la-campina-_JM#position=24&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.099034%2C-101.6188443&zoom=16&size=732x300&signature=yD7-A48NpHgjMB_Y72gbd5JcPQI=,,,1500 MXN,,
0,530 m²,350 m²,4,4,3,2,22 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-1300939249-renta-casa-4-residencial-san-carlos-_JM#position=25&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1150199%2C-101.616021&zoom=16&size=732x300&signature=IQf0BsuykyQV1lKM5B1KYfIL904=,,,400 MXN,,
0,100 m²,90 m²,3,3,2,2,21 años,Poniente,"8,000",https://casa.mercadolibre.com.mx/MLM-941923418-casa-en-renta-en-bosques-del-campestre-_JM#position=26&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1622481%2C-101.6857154&zoom=16&size=732x300&signature=AIKZLgzxLnTit4zKdQUXWfm_9M8=,00,,,,
0,790 m²,620 m²,3,4,,,0 años,,"65,000",https://casa.mercadolibre.com.mx/MLM-952434600-casa-sola-en-renta-mision-canada-_JM#position=27&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1707203%2C-101.7132222&zoom=16&size=732x300&signature=BJ4xa4LNstpaSqjSUkZFIP21jcQ=,,,,,
0,330 m²,350 m²,3,,,,0 años,,"3,250,000",https://casa.mercadolibre.com.mx/MLM-908631264-casa-en-porta-fontana-_JM#position=28&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1868219%2C-101.7067935&zoom=16&size=732x300&signature=c2KRPw6dbwImES_iCaoeyo9XZtA=,4,,,,
0,90 m²,115 m²,3,2,2,,0 años,,"8,500",https://casa.mercadolibre.com.mx/MLM-908638615-casa-amueblada-en-el-dorado-_JM#position=29&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0687721%2C-101.5945109&zoom=16&size=732x300&signature=syr2xpH3ccID0WYfRw87_eA0Kxo=,6,,,,
0,100 m²,100 m²,3,4,1,,,,"25,000",https://casa.mercadolibre.com.mx/MLM-951634969-casa-en-natura-residencial-_JM#position=30&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1127736%2C-101.6404806&zoom=16&size=732x300&signature=3Ks00b9yDNu0MTFbWVXpm2sGuwg=,,,,,
0,220 m²,260 m²,3,4,,,0 años,,"23,000",https://casa.mercadolibre.com.mx/MLM-948984706-casa-sola-en-renta-el-molino-residencial-y-golf-_JM#position=31&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.188097%2C-101.697937&zoom=16&size=732x300&signature=GLcY-x7VzFHY5jNcPjpmcOJHNpg=,,,,,
0,220 m²,260 m²,3,4,,,0 años,,"23,000",https://casa.mercadolibre.com.mx/MLM-945303604-casa-sola-en-renta-el-molino-residencial-y-golf-_JM#position=32&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.188097%2C-101.697937&zoom=16&size=732x300&signature=GLcY-x7VzFHY5jNcPjpmcOJHNpg=,,,,,
0,136 m²,120 m²,3,3,,,0 años,,"11,500",https://casa.mercadolibre.com.mx/MLM-957746159-casa-sola-en-renta-alamedas-de-espana-_JM#position=33&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0469444%2C-101.7533333&zoom=16&size=732x300&signature=MZ25wWsebnO-sSt6OtYL7Wj7Tc0=,,,,,
0,300 m²,250 m²,3,3,,,0 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-952656477-casa-sola-en-renta-porta-fontana-_JM#position=34&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1868219%2C-101.7067935&zoom=16&size=732x300&signature=c2KRPw6dbwImES_iCaoeyo9XZtA=,,,,,
0,,,,,,,,,"8,500",https://casa.mercadolibre.com.mx/MLM-899887189-casa-de-dos-pisos-tres-recamaras-al-norte-junto-puerta-bajio-_JM#position=35&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1696949%2C-101.7363967&zoom=16&size=732x300&signature=8gkGAgXqKVYJ41Y9WF7ixgKVKhE=,,Casa en fraccionamiento,,,
0,450 m²,1 m²,3,3,,,0 años,,"20,000",https://casa.mercadolibre.com.mx/MLM-908638581-casa-en-renta-en-la-campina-_JM#position=36&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0995749%2C-101.6182659&zoom=16&size=732x300&signature=zB4MtXyBPiyugnZE93_op6RNfvA=,6,,,,
0,110 m²,110 m²,3,3,,,0 años,,"8,000",https://casa.mercadolibre.com.mx/MLM-952651649-casa-sola-en-renta-fracc-tres-cantos-_JM#position=37&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.16834%2C-101.659401&zoom=16&size=732x300&signature=kZmnfnVbV_IJ1Eid1NFq7iHf6uc=,,,,,
0,120 m²,160 m²,3,2,,,0 años,,"8,100",https://casa.mercadolibre.com.mx/MLM-952434892-casa-sola-en-renta-fraccionamiento-oasis-_JM#position=38&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1251068%2C-101.6680756&zoom=16&size=732x300&signature=SMhVdbHEX7uZsO2ZPBCEB7e4h1c=,,,,,
0,890 m²,1 m²,6,5,12,,0 años,,"45,000",https://casa.mercadolibre.com.mx/MLM-908638867-casa-en-la-andrade-_JM#position=39&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1131541%2C-101.6712527&zoom=16&size=732x300&signature=3ll-iG4CltyTXgWXtNjKfQebHd4=,11,,,,
0,110 m²,136 m²,3,3,,,0 años,,"10,000",https://casa.mercadolibre.com.mx/MLM-957741871-casa-sola-en-renta-amberes-residencial-_JM#position=40&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.131774%2C-101.632583&zoom=16&size=732x300&signature=ykZc3O3_YWj-9XK05S5vB_mzRe4=,,,,,
0,290 m²,259 m²,3,4,,,0 años,,"18,000",https://casa.mercadolibre.com.mx/MLM-952431217-casa-sola-en-renta-residencial-lomas-del-molino-_JM#position=41&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.197302%2C-101.686601&zoom=16&size=732x300&signature=SUgT24Uj2GF02OPUqVTN0Ia0Jjw=,,,,,
0,210 m²,233 m²,4,5,,,0 años,,"15,000",https://casa.mercadolibre.com.mx/MLM-957733097-casa-sola-en-renta-balcones-del-campestre-_JM#position=42&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1753579%2C-101.7054061&zoom=16&size=732x300&signature=3qkqCbCzWAQiY3vMLiEPqhYva44=,,,,,
0,138 m²,179 m²,3,3,,,0 años,,"12,200",https://casa.mercadolibre.com.mx/MLM-957743487-casa-sola-en-renta-fracc-punta-del-este-_JM#position=43&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1264477%2C-101.611078&zoom=16&size=732x300&signature=C9zwxCMDcHinT6Ke0Yhck_1cstc=,,,,,
0,74 m²,100 m²,4,5,,,0 años,,"7,000",https://casa.mercadolibre.com.mx/MLM-1300844123-casa-sola-en-renta-portales-de-la-arboleda-_JM#position=44&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.174217%2C-101.669119&zoom=16&size=732x300&signature=r615rrIhYUj_f3ZJ9k0YJgof8YM=,,,,,
0,96 m²,127 m²,4,3,,,0 años,,"11,600",https://casa.mercadolibre.com.mx/MLM-957741888-casa-sola-en-renta-lagos-del-campestre-_JM#position=45&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1630959%2C-101.6865492&zoom=16&size=732x300&signature=GH8NAW1tdSKNI2XE4TOQDbuSFqk=,,,,,
0,107 m²,178 m²,4,5,,,0 años,,"15,000",https://casa.mercadolibre.com.mx/MLM-957733132-casa-sola-en-renta-fracc-punta-del-este-_JM#position=46&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1264477%2C-101.611078&zoom=16&size=732x300&signature=C9zwxCMDcHinT6Ke0Yhck_1cstc=,,,,,
0,145 m²,178 m²,3,3,,,0 años,,"11,000",https://casa.mercadolibre.com.mx/MLM-957746180-casa-sola-en-renta-residencial-natura-_JM#position=47&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1098436%2C-101.6395996&zoom=16&size=732x300&signature=sUmPLA8lD9Wzfltlm_oxhAqVx7I=,,,,,
0,121 m²,145 m²,3,3,,,0 años,,"13,500",https://casa.mercadolibre.com.mx/MLM-957741867-casa-sola-en-renta-paseos-del-bosque-_JM#position=48&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1602323%2C-101.6771595&zoom=16&size=732x300&signature=Pe1lzgBpr8GgiN_kVQWZsEDArvg=,,,,,
0,180 m²,179 m²,2,3,,,0 años,,"11,000",https://casa.mercadolibre.com.mx/MLM-952434688-casa-sola-en-renta-el-mayorazgo-residencial-_JM#position=49&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.069058%2C-101.594811&zoom=16&size=732x300&signature=WmLtGL3R9Lexsq3y2aPwsT5rzZI=,,,,,
0,200 m²,199 m²,5,4,,,0 años,,"16,000",https://casa.mercadolibre.com.mx/MLM-952428381-casa-sola-en-renta-la-martinica-_JM#position=50&search_layout=stack&type=item&tracking_id=af7bc8b2-26a2-4bad-8ec7-7c906e82ecfd,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.115165%2C-101.661612&zoom=16&size=732x300&signature=QRJfUBHxS-s25JRFYRzT0qi8Gew=,,,,,
0,312 m²,220 m²,3,4,4,,,,"17,000",https://casa.mercadolibre.com.mx/MLM-941772874-casa-en-renta-club-de-golf-los-naranjos-leon-gto-_JM#position=1&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1656487%2C-101.6379296&zoom=16&size=732x300&signature=V3UpkK2kSSW1-OwFWFtfdwRla6o=,,,,,
0,90 m²,120 m²,3,3,2,2,6 años,,"8,000",https://casa.mercadolibre.com.mx/MLM-939081604-renta-casa-3-tres-cantos-_JM#position=2&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1653956%2C-101.6564045&zoom=16&size=732x300&signature=1ZobdU4u6vcTn-G06WbDKUeGrlg=,,,550 MXN,,
0,110 m²,140 m²,3,4,,,1 años,,"6,000",https://casa.mercadolibre.com.mx/MLM-939541124-casa-uso-de-suelo-en-renta-valle-del-roble-_JM#position=3&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.065761%2C-101.573186&zoom=16&size=732x300&signature=yGdZK68GQ5TcIMiKacnCBwVhj3A=,,,,,
0,210 m²,356 m²,5,6,3,,0 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-908638868-casa-en-renta-a-una-cuadra-del-club-punto-verde-_JM#position=4&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1088657%2C-101.6378216&zoom=16&size=732x300&signature=E40wiC8fWI9XobVQieB1Kw0yhcg=,11,,,,
0,540 m²,500 m²,3,3,4,2,,,"39,500",https://casa.mercadolibre.com.mx/MLM-923678159-renta-casa-3-el-molino-residencial-y-golf-_JM#position=5&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1869456%2C-101.696782&zoom=16&size=732x300&signature=uYZysKez0OOOQ5YFap4if4b8AsI=,,,,,
0,240 m²,230 m²,3,4,,,0 años,,"18,000",https://casa.mercadolibre.com.mx/MLM-908733128-casa-sola-en-renta-el-molino-_JM#position=6&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.10357%2C-101.6077763&zoom=16&size=732x300&signature=BjWQn1wHLCUswmi0CGaV2kknDKk=,,,,,
0,400 m²,300 m²,4,4,4,2,2 años,,"33,000",https://casa.mercadolibre.com.mx/MLM-907626309-renta-casa-4-gran-jardin-_JM#position=7&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1826628%2C-101.7155743&zoom=16&size=732x300&signature=AidvMHTXLWSrvtCEKrQyLcwOGD4=,,,650 MXN,,
0,140 m²,1 m²,3,2,2,,0 años,,"12,500",https://casa.mercadolibre.com.mx/MLM-908631451-casa-en-mayorazgo-_JM#position=8&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0687721%2C-101.5945109&zoom=16&size=732x300&signature=syr2xpH3ccID0WYfRw87_eA0Kxo=,6,,,,
0,450 m²,450 m²,4,5,,2,100 años,Oriente,"35,000",https://casa.mercadolibre.com.mx/MLM-898705690-casa-en-renta-en-la-zona-centro-para-oficinas-_JM#position=9&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1192764%2C-101.6735671&zoom=16&size=732x300&signature=Qg0DV2hU4E2MOWfT6QZEm4-NCtE=,00,,,,
0,240 m²,190 m²,3,4,3,2,,,"18,000",https://casa.mercadolibre.com.mx/MLM-924529347-renta-casa-3-la-campina-_JM#position=10&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.099034%2C-101.6188443&zoom=16&size=732x300&signature=yD7-A48NpHgjMB_Y72gbd5JcPQI=,,,1500 MXN,,
0,530 m²,350 m²,4,4,3,2,22 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-1300939249-renta-casa-4-residencial-san-carlos-_JM#position=11&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1150199%2C-101.616021&zoom=16&size=732x300&signature=IQf0BsuykyQV1lKM5B1KYfIL904=,,,400 MXN,,
0,100 m²,90 m²,3,3,2,2,21 años,Poniente,"8,000",https://casa.mercadolibre.com.mx/MLM-941923418-casa-en-renta-en-bosques-del-campestre-_JM#position=12&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1622481%2C-101.6857154&zoom=16&size=732x300&signature=AIKZLgzxLnTit4zKdQUXWfm_9M8=,00,,,,
0,790 m²,620 m²,3,4,,,0 años,,"65,000",https://casa.mercadolibre.com.mx/MLM-952434600-casa-sola-en-renta-mision-canada-_JM#position=13&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1707203%2C-101.7132222&zoom=16&size=732x300&signature=BJ4xa4LNstpaSqjSUkZFIP21jcQ=,,,,,
0,330 m²,350 m²,3,,,,0 años,,"3,250,000",https://casa.mercadolibre.com.mx/MLM-908631264-casa-en-porta-fontana-_JM#position=14&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1868219%2C-101.7067935&zoom=16&size=732x300&signature=c2KRPw6dbwImES_iCaoeyo9XZtA=,4,,,,
0,90 m²,115 m²,3,2,2,,0 años,,"8,500",https://casa.mercadolibre.com.mx/MLM-908638615-casa-amueblada-en-el-dorado-_JM#position=15&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0687721%2C-101.5945109&zoom=16&size=732x300&signature=syr2xpH3ccID0WYfRw87_eA0Kxo=,6,,,,
0,100 m²,100 m²,3,4,1,,,,"25,000",https://casa.mercadolibre.com.mx/MLM-951634969-casa-en-natura-residencial-_JM#position=16&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1127736%2C-101.6404806&zoom=16&size=732x300&signature=3Ks00b9yDNu0MTFbWVXpm2sGuwg=,,,,,
0,220 m²,260 m²,3,4,,,0 años,,"23,000",https://casa.mercadolibre.com.mx/MLM-945303604-casa-sola-en-renta-el-molino-residencial-y-golf-_JM#position=18&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.188097%2C-101.697937&zoom=16&size=732x300&signature=GLcY-x7VzFHY5jNcPjpmcOJHNpg=,,,,,
0,136 m²,120 m²,3,3,,,0 años,,"11,500",https://casa.mercadolibre.com.mx/MLM-957746159-casa-sola-en-renta-alamedas-de-espana-_JM#position=19&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0469444%2C-101.7533333&zoom=16&size=732x300&signature=MZ25wWsebnO-sSt6OtYL7Wj7Tc0=,,,,,
0,300 m²,250 m²,3,3,,,0 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-952656477-casa-sola-en-renta-porta-fontana-_JM#position=20&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1868219%2C-101.7067935&zoom=16&size=732x300&signature=c2KRPw6dbwImES_iCaoeyo9XZtA=,,,,,
0,,,,,,,,,"8,500",https://casa.mercadolibre.com.mx/MLM-899887189-casa-de-dos-pisos-tres-recamaras-al-norte-junto-puerta-bajio-_JM#position=21&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1696949%2C-101.7363967&zoom=16&size=732x300&signature=8gkGAgXqKVYJ41Y9WF7ixgKVKhE=,,Casa en fraccionamiento,,,
0,450 m²,1 m²,3,3,,,0 años,,"20,000",https://casa.mercadolibre.com.mx/MLM-908638581-casa-en-renta-en-la-campina-_JM#position=22&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0995749%2C-101.6182659&zoom=16&size=732x300&signature=zB4MtXyBPiyugnZE93_op6RNfvA=,6,,,,
0,110 m²,110 m²,3,3,,,0 años,,"8,000",https://casa.mercadolibre.com.mx/MLM-952651649-casa-sola-en-renta-fracc-tres-cantos-_JM#position=23&search_layout=stack&type=item&tracking_id=1515dfa4-e9cc-476b-b52d-0c7254e95fb9,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.16834%2C-101.659401&zoom=16&size=732x300&signature=kZmnfnVbV_IJ1Eid1NFq7iHf6uc=,,,,,
